character_id,character_name,player_id,player_main_handle,player_known_by,player_real_name,player_link_type,player_link_status,player_link_confidence,player_link_evidence_id,player_link_notes,immortal_list_status,immortal_list_category,is_maiar_muddler,honorary_immortal,immortal_list_source_id,immortal_list_source_name,immortal_list_source_date_context,immortal_list_evidence_id,immortal_list_review_status,immortal_list_notes,source_whois_id,source_descriptor,derived_race,derived_subrace,derived_faction,derived_faction_confidence,derived_base_class,derived_who_class_group,derived_class_title,derived_class_confidence,derived_class_skill_notes,derived_class_level_restriction_notes,derived_class_race_restriction_notes,derived_class_alignment_restriction_notes,derived_gender,derived_gender_confidence,derived_immortal_rank,derived_immortal_code,derived_immortal_role,classification_status,classification_notes,candidate_whois_rows,review_needed
char_trent,Trent,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_trent_78_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_trent_1781606404,Maia,Maia,,Immortals,high,Shaper,Shaper,Shaper,high,,,,,,,Maia,M,Shaper,immortal,immortal_term=Maia | race_term=Maia,1,no
char_aloonion,Aloonion,,,,,,,,,,current,Maia,yes,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_aloonion_18_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_aloonion_1781576789,Maia,Maia,,Immortals,high,Shaper,Shaper,Shaper,high,,,,,,,Maia,M,Shaper,immortal,immortal_term=Maia | race_term=Maia,1,no
char_gathen,Gathen,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_gathen_242_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gathen_1781579932,adrift in real life is a Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia | unmatched=adrift in real life is a,1,no
char_holma,Holma,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_holma_503_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_holma_1781586252,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_teriláen,Teriláen,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_terilaen_159_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_teriláen_1781606237,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_finwë,Finwë,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_finwe_34_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_finwë_1781579767,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_leah,Leah,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_leah_564_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_leah_1781604287,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_drugo,Drugo,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_drugo_32_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_drugo_1781578977,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_isóldir,Isóldir,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_isoldir_116_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_isóldir_1781603813,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_drakiz,Drakiz,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_drakiz_411_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_drakiz_1781578955,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_erent,Erent,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_erent_230_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_erent_1781579545,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_foroil,Foroil,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_foroil_239_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_foroil_1781579838,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_bambuk,Bambuk,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_bambuk_212_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_bambuk_1781577837,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_ceno,Ceno,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ceno_374_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ceno_1781578613,is a Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia | unmatched=is a,1,no
char_haelon,Haelon,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_haelon_493_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_haelon_1781586147,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_conklin,Conklin,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_conklin_220_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_conklin_1781578696,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_ame,Ame,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ame_316_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ame_1781576812,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_moison,Moison,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_moison_604_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_moison_1781604903,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_spin,Spin,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_spin_721_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_spin_1781606036,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_sarmarnuna,Sarmarnuna,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_sarmarnuna_693_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_sarmarnuna_1781605762,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_belegurthruin,Belegurthruin,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_belegurthruin_59_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_belegurthruin_1781577898,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_kerf,Kerf,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_kerf_538_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_kerf_1781604022,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_tyr,Tyr,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_tyr_753_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_tyr_1781606449,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_gilgala,Gilgala,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_gilgala_107_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gilgala_1781579998,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_yeoma,Yeoma,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_yeoma_39_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_yeoma_1781606816,Vala,Vala,,Immortals,high,Mudller,Mudller,Mudller,high,,,,,,,Vala,V,Mudller,immortal,immortal_term=Vala | race_term=Vala,1,no
char_hanne,Hanne,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_hanne_72_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_hanne_1781586169,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_illüen,Illüen,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_illuen_511_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_illüen_1781587096,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_darcy,Darcy,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_darcy_394_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_darcy_1781578801,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_trexus,Trexus,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_trexus_164_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_trexus_1781606409,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_alderon,Alderon,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_alderon_309_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_alderon_1781576739,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_inghorlas,Inghorlas,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_inghorlas_515_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_inghorlas_1781587141,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_quack,Quack,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_quack_661_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_quack_1781605419,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_kraag,Kraag,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_kraag_554_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_kraag_1781604171,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_vengeance,Vengeance,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_vengeance_37_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vengeance_1781606608,Vala,Vala,,Immortals,high,Mudller,Mudller,Mudller,high,,,,,,,Vala,V,Mudller,immortal,immortal_term=Vala | race_term=Vala,1,no
char_meneldor,Meneldor,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_meneldor_592_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_meneldor_1781604791,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_jahara,Jahara,,,,,,,,,,current,Aratar,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_jahara_6_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_jahara_1781603857,"Vala, one of the Aratar",Vala,,Immortals,high,,,,,,,,,,,Arata,A,,immortal,immortal_term=one of the Aratar | race_term=Vala,1,no
char_stigur,Stigur,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_stigur_726_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_stigur_1781606084,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_meneldil,Meneldil,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_meneldil_261_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_meneldil_1781604777,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_halal,Halal,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_halal_495_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_halal_1781586158,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_galaviel,Galaviel,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_galaviel_468_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_galaviel_1781579910,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_svex,Svex,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_svex_280_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_svex_1781606128,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_gríma,Gríma,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_grima_244_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gríma_1781580131,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_daro,Daro,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_daro_396_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_daro_1781578817,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_draught,Draught,,,,,,,,,,retired,Aratar,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_draught_4_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_draught_1781578961,"Vala, one of the Aratar",Vala,,Immortals,high,,,,,,,,,,,Arata,A,,immortal,immortal_term=one of the Aratar | race_term=Vala,1,no
char_aellynn,Aellynn,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_aellynn_298_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_aellynn_1781576650,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_esen,Esen,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_esen_440_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_esen_1781579603,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_rowin,Rowin,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_rowin_683_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_rowin_1781605652,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_thran,Thran,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_thran_162_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_thran_1781606302,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_eldamir,Eldamir,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_eldamir_426_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_eldamir_1781579128,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_larnach,Larnach,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_larnach_562_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_larnach_1781604270,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_gwaywffon,Gwaywffon,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_gwaywffon_188_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gwaywffon_1781586130,Maia,Maia,,Immortals,high,Builder,Builder,Builder,high,,,,,,,Maia,M,Builder,immortal,immortal_term=Maia | race_term=Maia,1,no
char_belewor,Belewor,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_belewor_346_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_belewor_1781577909,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_chops,Chops,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_chops_376_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_chops_1781578646,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_isillómë,Isillómë,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_isillome_76_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_isillómë_1781603802,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_isengrim,Isengrim,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_isengrim_519_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_isengrim_1781603790,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_gevald,Gevald,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_gevald_474_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gevald_1781579982,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_humpty,Humpty,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_humpty_507_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_humpty_1781587057,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_xed,Xed,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_xed_67_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_xed_1781606765,Vala,Vala,,Immortals,high,Architect,Architect,Architect,high,,,,,,,Vala,V,Architect,immortal,immortal_term=Vala | race_term=Vala,1,no
char_foin,Foin,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_foin_103_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_foin_1781579804,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_indur,Indur,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_indur_514_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_indur_1781587135,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_xcrxx,Xcrxx,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_xcrxx_778_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_xcrxx_1781606760,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
