character_key,first_source_id,immortal_statuses,immortal_categories,is_maiar_muddler,honorary_immortal,reason,review_status
Fgiri,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fidel,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fili,2026_06_16_retired_immortals,retired,Aratar,no,no,immortal_list_2026_06_16,candidate
Filibert,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Filmus,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Findor,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fint,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Finwë,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Fionwë,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Firebolt,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Flash,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fluk,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fog,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Foin,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Foobitz,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Force,2026_06_16_current_immortals,current,Valar,no,no,immortal_list_2026_06_16,candidate
Ford,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fornax,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Foroil,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Fredde,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Freedom,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Freeway,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Freyah,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Freyja,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Fron,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Frór,2026_06_16_current_immortals,current,Aratar,no,no,immortal_list_2026_06_16,candidate
Fumble,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fènrir,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Fëagil,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Fëanor,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Gablgin,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Galaviel,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Galen,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Gamór,2026_06_16_current_immortals,current,Maiar,yes,no,immortal_list_2026_06_16,candidate
Gandalug,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gathen,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gattling,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gaul,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gauss,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gawain,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gefe,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gehrman,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Genbu,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gertrude,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gevald,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Ghostly,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Ghrym,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gilgala,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gili,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gilthanas,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gnomette,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gomtuu,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gonfor,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Good,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gordanin,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gorefang,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gorth,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gothmog,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Gothûrzaz,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Gozer,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Graven,2026_06_16_current_immortals,current,Maiar,yes,no,immortal_list_2026_06_16,candidate
Grax,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Grennif,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Grimble,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Grin,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Grizz,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gruenthar,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Grumble,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Grung,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Grunge,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gruumph,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gríma,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Guilin,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Guzzi,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gwaywffon,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Gwen,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Gwendolyn,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Haelon,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hail,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Halal,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hambag,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hanne,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Hanse,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Harad,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Harco,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Heigo,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Helene,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Helevorn,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Helluin,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Helmuta,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hermatic,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Highlander,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hillar,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hobbi,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Hobit,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Hoho,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Holma,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hoosier,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Hrym,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Huan,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Humala,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Humpty,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Huron,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Hza,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Húrin,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Idle,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Ilie,2026_06_16_retired_immortals,retired,Aratar,no,no,immortal_list_2026_06_16,candidate
Illwe,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Illüen,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Iluvator,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Imago,2026_06_16_current_immortals,current,Aratar,no,no,immortal_list_2026_06_16,candidate
Imatin,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Imrahil,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Incánus,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Indigo,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Indur,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Inghorlas,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Ingtar,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Innocent,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Inoue,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Intense,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Ioméne,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Irikan,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Isengrim,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Isildyr,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Isillómë,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Iston,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Isóldir,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Ithaldir,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Izual,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Izzy,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Jab,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Jabba,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Jadon,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Jaelle,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Jahara,2026_06_16_current_immortals,current,Aratar,no,no,immortal_list_2026_06_16,candidate
Jak,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Janosik,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Jeridoc,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Jerusha,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Johan,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Jolen,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kaen,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kal,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Kalev,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Kamlakh,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kardrim,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Karl,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Karli,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Karlsburg,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Karnak,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Karvane,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Katje,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Katla,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kaznor,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kaztor,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Ke,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Kefka,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Keltic,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Kenzu,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Keram,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kerf,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kergon,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kestrel,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Khaldun,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Khan,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Khantar,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Khatog,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Khazander,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Kheldur,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Khrun,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Khudum,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Killillwind,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kizh,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kjell,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kleftis,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Koft,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kone,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kovenya,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Kovik,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kraag,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Krazy,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Kril,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Kristian,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kron,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kroz,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Kruel,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Kuzdhin,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Kyratai,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Kyrill,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Lamia,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Lancelot,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lancot,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Landroval,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Larien,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Laris,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Larnach,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lauryn,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Lavabom,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Leah,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lealana,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lede,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Leetah,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Leew,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Legolas,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Legon,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Lehto,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Leica,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lena,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Leni,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lenore,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lens,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Liliah,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Lilith,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lilja,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
LilleMan,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Lionheart,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Llywarch,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Loden,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Loke,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lolatmi,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lomion,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Lone,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Loomis,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lorena,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lorien,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Lospe,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Loy,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Ludwig,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Luineth,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Luinil,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Luke,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lynwen,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Líng,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Lómë,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Macabre,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Maedhros,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Magicus,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Magnos,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Majesty,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Makar,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Maldagor,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Manatark,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Mandor,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Mandos,2026_06_16_retired_immortals,retired,Valar,no,no,immortal_list_2026_06_16,candidate
Manse,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Manwë,2026_06_16_current_immortals,current,Implementors,no,no,immortal_list_2026_06_16,candidate
Marathon,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Marcho,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Marte,2026_06_16_current_immortals,current,Maiar,no,no,immortal_list_2026_06_16,candidate
Martijn,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Martyr,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Marvin,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Masq,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Matarael,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Maverick,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Meneldil,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Meneldor,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Meneldur,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Menelos,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Merg,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Merlyn,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Mezmeree,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Miax,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Midnight,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Mig,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Miho,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Miia,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Mimbotu,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Mingz,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Ministry,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Mint,2026_06_16_current_immortals,current,Aratar,no,no,immortal_list_2026_06_16,candidate
Mirabella,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Mirimandil,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Miser,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Mocny,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Moison,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Monk,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Moosh,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Mor,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Morceleb,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
Mordin,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Mordril,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Morfizm,2026_06_16_retired_immortals,retired,Boardreaders,no,no,immortal_list_2026_06_16,candidate
Morten,2026_06_16_retired_immortals,retired,Maiar,no,no,immortal_list_2026_06_16,candidate
