character_name,character_id,already_checked,priority,notes
Macros,char_macros,true,normal,whois imported from Mudlet archive
Madcat,char_madcat,true,normal,whois imported from Mudlet archive
Maeglor,char_maeglor,true,normal,whois imported from Mudlet archive
Maegnas,char_maegnas,true,normal,whois imported from Mudlet archive
Magi,char_magi,true,normal,whois imported from Mudlet archive
Magica,char_magica,true,normal,whois imported from Mudlet archive
Maglor,char_maglor,true,normal,whois imported from Mudlet archive
Magnolia,char_magnolia,true,normal,whois imported from Mudlet archive
Mahyr,char_mahyr,true,normal,whois imported from Mudlet archive
Malach,char_malach,true,normal,whois imported from Mudlet archive
Malak,char_malak,true,normal,whois imported from Mudlet archive
Malus,char_malus,true,normal,whois imported from Mudlet archive
Malysh,char_malysh,true,normal,whois imported from Mudlet archive
Mammoth,char_mammoth,true,normal,whois imported from Mudlet archive
Mamut,char_mamut,true,normal,whois imported from Mudlet archive
Mamutice,char_mamutice,true,normal,whois imported from Mudlet archive
Manaja,char_manaja,true,normal,whois imported from Mudlet archive
Manatark,char_manatark,true,normal,whois imported from Mudlet archive
Manic,char_manic,true,normal,whois imported from Mudlet archive
Manne,char_manne,true,normal,whois returned no extant character information in MUME
Marhault,char_marhault,true,normal,whois returned no extant character information in MUME
Marillion,char_marillion,true,normal,whois imported from Mudlet archive
Marko,char_marko,true,normal,whois imported from Mudlet archive
Marras,char_marras,true,normal,whois imported from Mudlet archive
Marre,char_marre,true,normal,whois returned no extant character information in MUME
Marroc,char_marroc,true,normal,whois imported from Mudlet archive
Martijn,char_martijn,true,normal,whois imported from Mudlet archive
Mastah,char_mastah,true,normal,whois imported from Mudlet archive
Mato,char_mato,true,normal,whois imported from Mudlet archive
Mauna,char_mauna,true,normal,whois returned no extant character information in MUME
Maverick,char_maverick,true,normal,whois imported from Mudlet archive
Mazai,char_mazai,true,normal,whois imported from Mudlet archive
Mazrim,char_mazrim,true,normal,whois imported from Mudlet archive
Mazza,char_mazza,true,normal,whois imported from Mudlet archive
Mecra,char_mecra,true,normal,whois returned no extant character information in MUME
Meeka,char_meeka,true,normal,whois returned no extant character information in MUME
Mehter,char_mehter,true,normal,whois imported from Mudlet archive
Mekul,char_mekul,true,normal,whois returned no extant character information in MUME
Melanchre,char_melanchre,true,normal,whois returned no extant character information in MUME
Melinda,char_melinda,true,normal,whois imported from Mudlet archive
Meliza,char_meliza,true,normal,whois imported from Mudlet archive
Meneldur,char_meneldur,true,normal,whois imported from Mudlet archive
Mengaz,char_mengaz,true,normal,whois returned no extant character information in MUME
Mephistofel,char_mephistofel,true,normal,whois imported from Mudlet archive
Mercurius,char_mercurius,true,normal,whois imported from Mudlet archive
Meriadoc,char_meriadoc,true,normal,whois imported from Mudlet archive
Meril,char_meril,true,normal,whois imported from Mudlet archive
Merimac,char_merimac,true,normal,whois imported from Mudlet archive
Merlin,char_merlin,true,normal,whois returned no extant character information in MUME
Merlyn,char_merlyn,true,normal,whois imported from Mudlet archive
Mess,char_mess,true,normal,whois imported from Mudlet archive
Mestan,char_mestan,true,normal,whois returned no extant character information in MUME
Meteor,char_meteor,true,normal,whois returned no extant character information in MUME
Mhur,char_mhur,true,normal,whois returned no extant character information in MUME
Mikala,char_mikala,true,normal,whois imported from Mudlet archive
Mikke,char_mikke,true,normal,whois imported from Mudlet archive
Miko,char_miko,true,normal,whois imported from Mudlet archive
Milena,char_milena,true,normal,whois imported from Mudlet archive
Miler,char_miler,true,normal,whois imported from Mudlet archive
Millen,char_millen,true,normal,whois returned no extant character information in MUME
Milzok,char_milzok,true,normal,whois imported from Mudlet archive
Minastir,char_minastir,true,normal,whois returned no extant character information in MUME
Minos,char_minos,true,normal,whois returned no extant character information in MUME
Minuial,char_minuial,true,normal,whois returned no extant character information in MUME
Miriamele,char_miriamele,true,normal,whois imported from Mudlet archive
Miser,char_miser,true,normal,whois imported from Mudlet archive
Misery,char_misery,true,normal,whois imported from Mudlet archive
Mishrak,char_mishrak,true,normal,whois imported from Mudlet archive
Mitch,char_mitch,true,normal,whois imported from Mudlet archive
Mithrellas,char_mithrellas,true,normal,whois imported from Mudlet archive
Miyahk,char_miyahk,true,normal,whois imported from Mudlet archive
Moandor,char_moandor,true,normal,whois returned no extant character information in MUME
Moby,char_moby,true,normal,whois imported from Mudlet archive
Mochomurka,char_mochomurka,true,normal,whois imported from Mudlet archive
Moci,char_moci,true,normal,whois imported from Mudlet archive
Mogshak,char_mogshak,true,normal,whois returned no extant character information in MUME
Mojo,char_mojo,true,normal,whois imported from Mudlet archive
Molak,char_molak,true,normal,whois imported from Mudlet archive
Moloko,char_moloko,true,normal,whois imported from Mudlet archive
Molor,char_molor,true,normal,whois imported from Mudlet archive
Monet,char_monet,true,normal,whois returned no extant character information in MUME
Monster,char_monster,true,normal,whois imported from Mudlet archive
Moonglum,char_moonglum,true,normal,whois imported from Mudlet archive
Moonparent,char_moonparent,true,normal,whois imported from Mudlet archive
Moonshade,char_moonshade,true,normal,whois imported from Mudlet archive
Moortek,char_moortek,true,normal,whois imported from Mudlet archive
Morannon,char_morannon,true,normal,whois imported from Mudlet archive
Morbet,char_morbet,true,normal,whois imported from Mudlet archive
Morbid,char_morbid,true,normal,whois imported from Mudlet archive
Mordak,char_mordak,true,normal,whois imported from Mudlet archive
Morfizm,char_morfizm,true,normal,whois imported from Mudlet archive
Morgil,char_morgil,true,normal,whois returned no extant character information in MUME
Morgulduin,char_morgulduin,true,normal,whois imported from Mudlet archive
Morholt,char_morholt,true,normal,whois imported from Mudlet archive
Morholth,char_morholth,true,normal,whois imported from Mudlet archive
Morog,char_morog,true,normal,whois imported from Mudlet archive
Moroz,char_moroz,true,normal,whois imported from Mudlet archive
Morphine,char_morphine,true,normal,whois imported from Mudlet archive
Mors,char_mors,true,normal,whois imported from Mudlet archive
Morthe,char_morthe,true,normal,whois imported from Mudlet archive
Morticus,char_morticus,true,normal,whois imported from Mudlet archive
Mortie,char_mortie,true,normal,whois imported from Mudlet archive
Mortis,char_mortis,true,normal,whois imported from Mudlet archive
Mortti,char_mortti,true,normal,whois imported from Mudlet archive
Mosaren,char_mosaren,true,normal,whois imported from Mudlet archive
Mosco,char_mosco,true,normal,whois imported from Mudlet archive
MouthOfSauron,char_mouthofsauron,true,normal,whois imported from Mudlet archive
Movin,char_movin,true,normal,whois imported from Mudlet archive
Mrazik,char_mrazik,true,normal,whois returned no extant character information in MUME
Mrsh,char_mrsh,true,normal,whois imported from Mudlet archive
Mrsina,char_mrsina,true,normal,whois imported from Mudlet archive
Mruah,char_mruah,true,normal,whois returned no extant character information in MUME
Mrwhite,char_mrwhite,true,normal,whois returned no extant character information in MUME
Much,char_much,true,normal,whois imported from Mudlet archive
Muck,char_muck,true,normal,whois imported from Mudlet archive
Mugorad,char_mugorad,true,normal,whois imported from Mudlet archive
Muhugar,char_muhugar,true,normal,whois returned no extant character information in MUME
Muhv,char_muhv,true,normal,whois returned no extant character information in MUME
Mukami,char_mukami,true,normal,whois imported from Mudlet archive
Mulgrim,char_mulgrim,true,normal,whois imported from Mudlet archive
Mumma,char_mumma,true,normal,whois imported from Mudlet archive
Mummo,char_mummo,true,normal,whois imported from Mudlet archive
Murdress,char_murdress,true,normal,whois returned no extant character information in MUME
Murghaz,char_murghaz,true,normal,whois returned no extant character information in MUME
Murumutt,char_murumutt,true,normal,whois returned no extant character information in MUME
Murzilka,char_murzilka,true,normal,whois imported from Mudlet archive
Mylene,char_mylene,true,normal,whois imported from Mudlet archive
Myth,char_myth,true,normal,whois imported from Mudlet archive
Nacs,char_nacs,true,normal,whois imported from Mudlet archive
Naed,char_naed,true,normal,whois returned no extant character information in MUME
Naga,char_naga,true,normal,whois imported from Mudlet archive
Naghar,char_naghar,true,normal,whois returned no extant character information in MUME
Nagoroth,char_nagoroth,true,normal,whois imported from Mudlet archive
Nain,char_nain,true,normal,whois imported from Mudlet archive
Naksitrall,char_naksitrall,true,normal,whois imported from Mudlet archive
Naksur,char_naksur,true,normal,whois imported from Mudlet archive
Naldor,char_naldor,true,normal,whois imported from Mudlet archive
Nali,char_nali,true,normal,whois imported from Mudlet archive
Namo,char_namo,true,normal,whois imported from Mudlet archive
Naomi,char_naomi,true,normal,whois imported from Mudlet archive
Nardhal,char_nardhal,true,normal,whois returned no extant character information in MUME
Naredhel,char_naredhel,true,normal,whois returned no extant character information in MUME
Narf,char_narf,true,normal,whois returned no extant character information in MUME
Nari,char_nari,true,normal,whois imported from Mudlet archive
Naroc,char_naroc,true,normal,whois returned no extant character information in MUME
Narttu,char_narttu,true,normal,whois returned no extant character information in MUME
Nat,char_nat,true,normal,whois returned no extant character information in MUME
Natash,char_natash,true,normal,whois imported from Mudlet archive
Nazalbeth,char_nazalbeth,true,normal,whois imported from Mudlet archive
Nazghol,char_nazghol,true,normal,whois imported from Mudlet archive
Nazghul,char_nazghul,true,normal,whois imported from Mudlet archive
Nazgoroth,char_nazgoroth,true,normal,whois returned no extant character information in MUME
Nazgum,char_nazgum,true,normal,whois imported from Mudlet archive
Nazkuk,char_nazkuk,true,normal,whois imported from Mudlet archive
Nele,char_nele,true,normal,whois imported from Mudlet archive
Nemil,char_nemil,true,normal,whois imported from Mudlet archive
Neo,char_neo,true,normal,whois imported from Mudlet archive
Nerf,char_nerf,true,normal,whois imported from Mudlet archive
Nestha,char_nestha,true,normal,whois returned no extant character information in MUME
Neverborn,char_neverborn,true,normal,whois returned no extant character information in MUME
Newmie,char_newmie,true,normal,whois imported from Mudlet archive
Neziel,char_neziel,true,normal,whois imported from Mudlet archive
Nibble,char_nibble,true,normal,whois imported from Mudlet archive
Niflam,char_niflam,true,normal,whois returned no extant character information in MUME
Nigal,char_nigal,true,normal,whois returned no extant character information in MUME
Nighthawk,char_nighthawk,true,normal,whois imported from Mudlet archive
Nightwolf,char_nightwolf,true,normal,whois imported from Mudlet archive
Niilit,char_niilit,true,normal,whois returned no extant character information in MUME
Nimir,char_nimir,true,normal,whois imported from Mudlet archive
Nimraphel,char_nimraphel,true,normal,whois returned no extant character information in MUME
Nimroth,char_nimroth,true,normal,whois imported from Mudlet archive
Nithr,char_nithr,true,normal,whois imported from Mudlet archive
Nogir,char_nogir,true,normal,whois imported from Mudlet archive
Nogon,char_nogon,true,normal,whois imported from Mudlet archive
Nomad,char_nomad,true,normal,whois imported from Mudlet archive
Nooka,char_nooka,true,normal,whois imported from Mudlet archive
Norrland,char_norrland,true,normal,whois imported from Mudlet archive
Norsu,char_norsu,true,normal,whois imported from Mudlet archive
Nothing,char_nothing,true,normal,whois returned no extant character information in MUME
Notorga,char_notorga,true,normal,whois imported from Mudlet archive
Nowyr,char_nowyr,true,normal,whois imported from Mudlet archive
Nuri,char_nuri,true,normal,whois imported from Mudlet archive
Nushenak,char_nushenak,true,normal,whois imported from Mudlet archive
Nuzo,char_nuzo,true,normal,whois imported from Mudlet archive
Occult,char_occult,true,normal,whois imported from Mudlet archive
Oceanborn,char_oceanborn,true,normal,whois imported from Mudlet archive
Ochra,char_ochra,true,normal,whois imported from Mudlet archive
Octavian,char_octavian,true,normal,whois returned no extant character information in MUME
Odamees,char_odamees,true,normal,whois returned no extant character information in MUME
Odium,char_odium,true,normal,whois imported from Mudlet archive
Oggy,char_oggy,true,normal,whois imported from Mudlet archive
Oguga,char_oguga,true,normal,whois imported from Mudlet archive
Ogyf,char_ogyf,true,normal,whois imported from Mudlet archive
OhThePain,char_ohthepain,true,normal,whois imported from Mudlet archive
Oiri,char_oiri,true,normal,whois imported from Mudlet archive
Olevipoeg,char_olevipoeg,true,normal,whois returned no extant character information in MUME
Olmer,char_olmer,true,normal,whois imported from Mudlet archive
Olorion,char_olorion,true,normal,whois imported from Mudlet archive
Olos,char_olos,true,normal,whois returned no extant character information in MUME
Omega,char_omega,true,normal,whois imported from Mudlet archive
Omen,char_omen,true,normal,whois imported from Mudlet archive
Onatah,char_onatah,true,normal,whois imported from Mudlet archive
Onyx,char_onyx,true,normal,whois imported from Mudlet archive
Orcbash,char_orcbash,true,normal,whois imported from Mudlet archive
Orcobal,char_orcobal,true,normal,whois imported from Mudlet archive
Oregon,char_oregon,true,normal,whois returned no extant character information in MUME
Orf,char_orf,true,normal,whois returned no extant character information in MUME
Orikas,char_orikas,true,normal,whois imported from Mudlet archive
Orkanoid,char_orkanoid,true,normal,whois imported from Mudlet archive
Orodreth,char_orodreth,true,normal,whois imported from Mudlet archive
Oscarmeyer,char_oscarmeyer,true,normal,whois imported from Mudlet archive
Osilin,char_osilin,true,normal,whois imported from Mudlet archive
Ostravar,char_ostravar,true,normal,whois returned no extant character information in MUME
Ostu,char_ostu,true,normal,whois imported from Mudlet archive
Oualid,char_oualid,true,normal,whois returned no extant character information in MUME
Ozgun,char_ozgun,true,normal,whois returned no extant character information in MUME
Ozon,char_ozon,true,normal,whois imported from Mudlet archive
Padla,char_padla,true,normal,whois returned no extant character information in MUME
Pagan,char_pagan,true,normal,whois imported from Mudlet archive
Pahan,char_pahan,true,normal,whois returned no extant character information in MUME
Paka,char_paka,true,normal,whois imported from Mudlet archive
Pandion,char_pandion,true,normal,whois imported from Mudlet archive
Paque,char_paque,true,normal,whois returned no extant character information in MUME
Pasta,char_pasta,true,normal,whois imported from Mudlet archive
Patty,char_patty,true,normal,whois imported from Mudlet archive
Pepa,char_pepa,true,normal,whois imported from Mudlet archive
Perago,char_perago,true,normal,whois imported from Mudlet archive
Perl,char_perl,true,normal,whois imported from Mudlet archive
Perun,char_perun,true,normal,whois returned no extant character information in MUME
Pestilence,char_pestilence,true,normal,whois imported from Mudlet archive
Petrus,char_petrus,true,normal,whois returned no extant character information in MUME
Pheare,char_pheare,true,normal,whois imported from Mudlet archive
Photon,char_photon,true,normal,whois imported from Mudlet archive
Piastr,char_piastr,true,normal,whois imported from Mudlet archive
Pickle,char_pickle,true,normal,whois imported from Mudlet archive
Pilsner,char_pilsner,true,normal,whois imported from Mudlet archive
Pinhead,char_pinhead,true,normal,whois returned no extant character information in MUME
Pinion,char_pinion,true,normal,whois imported from Mudlet archive
Piow,char_piow,true,normal,whois imported from Mudlet archive
Plancy,char_plancy,true,normal,whois returned no extant character information in MUME
Plato,char_plato,true,normal,whois returned no extant character information in MUME
Plch,char_plch,true,normal,whois imported from Mudlet archive
Plohish,char_plohish,true,normal,whois imported from Mudlet archive
Polydeukes,char_polydeukes,true,normal,whois imported from Mudlet archive
Pomfrit,char_pomfrit,true,normal,whois imported from Mudlet archive
Pontiac,char_pontiac,true,normal,whois returned no extant character information in MUME
Pontu,char_pontu,true,normal,whois returned no extant character information in MUME
Popeye,char_popeye,true,normal,whois imported from Mudlet archive
Poppis,char_poppis,true,normal,whois imported from Mudlet archive
Porien,char_porien,true,normal,whois imported from Mudlet archive
Posh,char_posh,true,normal,whois imported from Mudlet archive
Potgins,char_potgins,true,normal,whois returned no extant character information in MUME
Praiodan,char_praiodan,true,normal,whois imported from Mudlet archive
Prcek,char_prcek,true,normal,whois imported from Mudlet archive
Pretty,char_pretty,true,normal,whois imported from Mudlet archive
Prey,char_prey,true,normal,whois imported from Mudlet archive
Prima,char_prima,true,normal,whois imported from Mudlet archive
Prist,char_prist,true,normal,whois imported from Mudlet archive
Prosit,char_prosit,true,normal,whois imported from Mudlet archive
Psycho,char_psycho,true,normal,whois imported from Mudlet archive
Puar,char_puar,true,normal,whois returned no extant character information in MUME
Pumuckl,char_pumuckl,true,normal,whois imported from Mudlet archive
Purkmistr,char_purkmistr,true,normal,whois returned no extant character information in MUME
Qiuram,char_qiuram,true,normal,whois returned no extant character information in MUME
Quible,char_quible,true,normal,whois returned no extant character information in MUME
Quillis,char_quillis,true,normal,whois imported from Mudlet archive
Quin,char_quin,true,normal,whois imported from Mudlet archive
Qul,char_qul,true,normal,whois imported from Mudlet archive
Qwestus,char_qwestus,true,normal,whois imported from Mudlet archive
Qwestux,char_qwestux,true,normal,whois returned no extant character information in MUME
Rabarbar,char_rabarbar,true,normal,whois returned no extant character information in MUME
Rackhir,char_rackhir,true,normal,whois imported from Mudlet archive
Radbug,char_radbug,true,normal,whois imported from Mudlet archive
Radegast,char_radegast,true,normal,whois imported from Mudlet archive
Rael,char_rael,true,normal,whois imported from Mudlet archive
Rafa,char_rafa,true,normal,whois imported from Mudlet archive
Rage,char_rage,true,normal,whois imported from Mudlet archive
Ragface,char_ragface,true,normal,whois imported from Mudlet archive
Ragnwald,char_ragnwald,true,normal,whois returned no extant character information in MUME
Rahz,char_rahz,true,normal,whois imported from Mudlet archive
Raichu,char_raichu,true,normal,whois imported from Mudlet archive
Rain,char_rain,true,normal,whois imported from Mudlet archive
Rakot,char_rakot,true,normal,whois returned no extant character information in MUME
Ramangth,char_ramangth,true,normal,whois imported from Mudlet archive
Ramiris,char_ramiris,true,normal,whois imported from Mudlet archive
Ramtir,char_ramtir,true,normal,whois imported from Mudlet archive
Ranax,char_ranax,true,normal,whois imported from Mudlet archive
Rancid,char_rancid,true,normal,whois imported from Mudlet archive
Rancor,char_rancor,true,normal,whois imported from Mudlet archive
Ranhith,char_ranhith,true,normal,whois imported from Mudlet archive
Rankin,char_rankin,true,normal,whois returned no extant character information in MUME
Ranna,char_ranna,true,normal,whois imported from Mudlet archive
Rashnak,char_rashnak,true,normal,whois imported from Mudlet archive
Rasputin,char_rasputin,true,normal,whois imported from Mudlet archive
Rasta,char_rasta,true,normal,whois imported from Mudlet archive
Rastik,char_rastik,true,normal,whois imported from Mudlet archive
Ratark,char_ratark,true,normal,whois returned no extant character information in MUME
Raudo,char_raudo,true,normal,whois imported from Mudlet archive
Rauko,char_rauko,true,normal,whois imported from Mudlet archive
Raun,char_raun,true,normal,whois imported from Mudlet archive
Ravendark,char_ravendark,true,normal,whois imported from Mudlet archive
Ray,char_ray,true,normal,whois imported from Mudlet archive
Rayden,char_rayden,true,normal,whois imported from Mudlet archive
Razamazar,char_razamazar,true,normal,whois imported from Mudlet archive
Raze,char_raze,true,normal,whois imported from Mudlet archive
Razoor,char_razoor,true,normal,whois imported from Mudlet archive
Reaper,char_reaper,true,normal,whois imported from Mudlet archive
Rebeka,char_rebeka,true,normal,whois returned no extant character information in MUME
Reef,char_reef,true,normal,whois imported from Mudlet archive
Regin,char_regin,true,normal,whois imported from Mudlet archive
Reijki,char_reijki,true,normal,whois imported from Mudlet archive
Reikor,char_reikor,true,normal,whois returned no extant character information in MUME
Relim,char_relim,true,normal,whois imported from Mudlet archive
Remorse,char_remorse,true,normal,whois returned no extant character information in MUME
Rend,char_rend,true,normal,whois imported from Mudlet archive
Rendra,char_rendra,true,normal,whois imported from Mudlet archive
Reno,char_reno,true,normal,whois imported from Mudlet archive
Rentera,char_rentera,true,normal,whois imported from Mudlet archive
Revenan,char_revenan,true,normal,whois imported from Mudlet archive
Rhand,char_rhand,true,normal,whois imported from Mudlet archive
Rhobe,char_rhobe,true,normal,whois imported from Mudlet archive
Rhodry,char_rhodry,true,normal,whois imported from Mudlet archive
Rhombuc,char_rhombuc,true,normal,whois imported from Mudlet archive
Rhuarc,char_rhuarc,true,normal,whois imported from Mudlet archive
Rhuka,char_rhuka,true,normal,whois imported from Mudlet archive
Ric,char_ric,true,normal,whois imported from Mudlet archive
Riekor,char_riekor,true,normal,whois imported from Mudlet archive
Rik,char_rik,true,normal,whois imported from Mudlet archive
Rimnark,char_rimnark,true,normal,whois returned no extant character information in MUME
Rio,char_rio,true,normal,whois imported from Mudlet archive
Riordan,char_riordan,true,normal,whois imported from Mudlet archive
Rippin,char_rippin,true,normal,whois imported from Mudlet archive
Risca,char_risca,true,normal,whois imported from Mudlet archive
Risp,char_risp,true,normal,whois imported from Mudlet archive
Rivet,char_rivet,true,normal,whois imported from Mudlet archive
Roadkill,char_roadkill,true,normal,whois returned no extant character information in MUME
Rockfish,char_rockfish,true,normal,whois returned no extant character information in MUME
Rodan,char_rodan,true,normal,whois returned no extant character information in MUME
Rodothlim,char_rodothlim,true,normal,whois imported from Mudlet archive
Rogon,char_rogon,true,normal,whois imported from Mudlet archive
Rohic,char_rohic,true,normal,whois imported from Mudlet archive
Rohick,char_rohick,true,normal,whois imported from Mudlet archive
Rohik,char_rohik,true,normal,whois imported from Mudlet archive
Roman,char_roman,true,normal,whois imported from Mudlet archive
Romin,char_romin,true,normal,whois imported from Mudlet archive
Ronin,char_ronin,true,normal,whois imported from Mudlet archive
Rorka,char_rorka,true,normal,whois imported from Mudlet archive
Rot,char_rot,true,normal,whois returned no extant character information in MUME
Rotho,char_rotho,true,normal,whois imported from Mudlet archive
Rotmos,char_rotmos,true,normal,whois returned no extant character information in MUME
Roxik,char_roxik,true,normal,whois returned no extant character information in MUME
Royal,char_royal,true,normal,whois imported from Mudlet archive
Rugorn,char_rugorn,true,normal,whois imported from Mudlet archive
Rukan,char_rukan,true,normal,whois returned no extant character information in MUME
Rulla,char_rulla,true,normal,whois imported from Mudlet archive
Rumble,char_rumble,true,normal,whois imported from Mudlet archive
Rumptsais,char_rumptsais,true,normal,whois imported from Mudlet archive
Runk,char_runk,true,normal,whois returned no extant character information in MUME
Ruul,char_ruul,true,normal,whois imported from Mudlet archive
Ryu,char_ryu,true,normal,whois imported from Mudlet archive
Rza,char_rza,true,normal,whois imported from Mudlet archive
S in,char_s_in,true,normal,whois returned no extant character information in MUME
Sabadon,char_sabadon,true,normal,whois imported from Mudlet archive
Saber,char_saber,true,normal,whois imported from Mudlet archive
Sabish,char_sabish,true,normal,whois imported from Mudlet archive
Sabu,char_sabu,true,normal,whois returned no extant character information in MUME
Saemo,char_saemo,true,normal,whois imported from Mudlet archive
Saeth,char_saeth,true,normal,whois imported from Mudlet archive
Sai,char_sai,true,normal,whois returned no extant character information in MUME
Saint,char_saint,true,normal,whois imported from Mudlet archive
Sakuolts,char_sakuolts,true,normal,whois imported from Mudlet archive
Sakura,char_sakura,true,normal,whois imported from Mudlet archive
Salas,char_salas,true,normal,whois returned no extant character information in MUME
Salmar,char_salmar,true,normal,whois imported from Mudlet archive
Salta,char_salta,true,normal,whois imported from Mudlet archive
San,char_san,true,normal,whois imported from Mudlet archive
Santana,char_santana,true,normal,whois imported from Mudlet archive
Sarah,char_sarah,true,normal,whois imported from Mudlet archive
Sardaukar,char_sardaukar,true,normal,whois imported from Mudlet archive
Scaramanga,char_scaramanga,true,normal,whois returned no extant character information in MUME
Schmidt,char_schmidt,true,normal,whois imported from Mudlet archive
Scorn,char_scorn,true,normal,whois imported from Mudlet archive
Scorpio,char_scorpio,true,normal,whois imported from Mudlet archive
Scotty,char_scotty,true,normal,whois imported from Mudlet archive
Scrape,char_scrape,true,normal,whois imported from Mudlet archive
Scythe,char_scythe,true,normal,whois returned no extant character information in MUME
Seek,char_seek,true,normal,whois imported from Mudlet archive
Seethe,char_seethe,true,normal,whois imported from Mudlet archive
Sehanine,char_sehanine,true,normal,whois imported from Mudlet archive
Selde,char_selde,true,normal,whois returned no extant character information in MUME
Semirhage,char_semirhage,true,normal,whois imported from Mudlet archive
Serate,char_serate,true,normal,whois imported from Mudlet archive
Serion,char_serion,true,normal,whois imported from Mudlet archive
Sethron,char_sethron,true,normal,whois imported from Mudlet archive
Shades,char_shades,true,normal,whois imported from Mudlet archive
Shadoh,char_shadoh,true,normal,whois imported from Mudlet archive
Shadrach,char_shadrach,true,normal,whois imported from Mudlet archive
Shaff,char_shaff,true,normal,whois returned no extant character information in MUME
Shagra,char_shagra,true,normal,whois imported from Mudlet archive
Shagrath,char_shagrath,true,normal,whois imported from Mudlet archive
Shaigan,char_shaigan,true,normal,whois imported from Mudlet archive
Shaitan,char_shaitan,true,normal,whois imported from Mudlet archive
Shala,char_shala,true,normal,whois imported from Mudlet archive
Shaolin,char_shaolin,true,normal,whois returned no extant character information in MUME
Sharaaz,char_sharaaz,true,normal,whois imported from Mudlet archive
Sharan,char_sharan,true,normal,whois returned no extant character information in MUME
Sharg,char_sharg,true,normal,whois imported from Mudlet archive
Sharghl,char_sharghl,true,normal,whois returned no extant character information in MUME
Sharmak,char_sharmak,true,normal,whois imported from Mudlet archive
Shartomb,char_shartomb,true,normal,whois imported from Mudlet archive
Shashakar,char_shashakar,true,normal,whois returned no extant character information in MUME
Shathur,char_shathur,true,normal,whois imported from Mudlet archive
Sheol,char_sheol,true,normal,whois imported from Mudlet archive
Shimmer,char_shimmer,true,normal,whois imported from Mudlet archive
Shorty,char_shorty,true,normal,whois imported from Mudlet archive
Shravl,char_shravl,true,normal,whois returned no extant character information in MUME
Shrew,char_shrew,true,normal,whois imported from Mudlet archive
Shriek,char_shriek,true,normal,whois imported from Mudlet archive
Shrimp,char_shrimp,true,normal,whois imported from Mudlet archive
Sibur,char_sibur,true,normal,whois returned no extant character information in MUME
Sikander,char_sikander,true,normal,whois imported from Mudlet archive
Sil,char_sil,true,normal,whois imported from Mudlet archive
Silencio,char_silencio,true,normal,whois imported from Mudlet archive
Silenoz,char_silenoz,true,normal,whois imported from Mudlet archive
Sillian,char_sillian,true,normal,whois returned no extant character information in MUME
Silmarin,char_silmarin,true,normal,whois imported from Mudlet archive
Simba,char_simba,true,normal,whois imported from Mudlet archive
Sindorie,char_sindorie,true,normal,whois returned no extant character information in MUME
Singha,char_singha,true,normal,whois returned no extant character information in MUME
Sinner,char_sinner,true,normal,whois imported from Mudlet archive
Sirael,char_sirael,true,normal,whois imported from Mudlet archive
Siriala,char_siriala,true,normal,whois imported from Mudlet archive
Siroth,char_siroth,true,normal,whois imported from Mudlet archive
Sisalik,char_sisalik,true,normal,whois imported from Mudlet archive
Sistina,char_sistina,true,normal,whois imported from Mudlet archive
Sivanor,char_sivanor,true,normal,whois imported from Mudlet archive
Skip,char_skip,true,normal,whois imported from Mudlet archive
Skitz,char_skitz,true,normal,whois imported from Mudlet archive
Skud,char_skud,true,normal,whois imported from Mudlet archive
Skyfire,char_skyfire,true,normal,whois imported from Mudlet archive
Slobber,char_slobber,true,normal,whois imported from Mudlet archive
Sloo,char_sloo,true,normal,whois returned no extant character information in MUME
Sloshed,char_sloshed,true,normal,whois imported from Mudlet archive
Sloth,char_sloth,true,normal,whois imported from Mudlet archive
Smallfist,char_smallfist,true,normal,whois imported from Mudlet archive
Smasher,char_smasher,true,normal,whois imported from Mudlet archive
Smitsy,char_smitsy,true,normal,whois imported from Mudlet archive
Smoke,char_smoke,true,normal,whois imported from Mudlet archive
Smrtak,char_smrtak,true,normal,whois imported from Mudlet archive
Smrtihlav,char_smrtihlav,true,normal,whois imported from Mudlet archive
Snark,char_snark,true,normal,whois imported from Mudlet archive
Snick,char_snick,true,normal,whois imported from Mudlet archive
Snicker,char_snicker,true,normal,whois imported from Mudlet archive
Snigel,char_snigel,true,normal,whois returned no extant character information in MUME
Snooker,char_snooker,true,normal,whois imported from Mudlet archive
Snork,char_snork,true,normal,whois imported from Mudlet archive
Snotty,char_snotty,true,normal,whois imported from Mudlet archive
Snowball,char_snowball,true,normal,whois imported from Mudlet archive
Snowy,char_snowy,true,normal,whois imported from Mudlet archive
Snuggles,char_snuggles,true,normal,whois imported from Mudlet archive
Soerd,char_soerd,true,normal,whois imported from Mudlet archive
Sofinia,char_sofinia,true,normal,whois imported from Mudlet archive
Sookoll,char_sookoll,true,normal,whois imported from Mudlet archive
Soother,char_soother,true,normal,whois imported from Mudlet archive
Sophia,char_sophia,true,normal,whois imported from Mudlet archive
Sophiajansson,char_sophiajansson,true,normal,whois imported from Mudlet archive
Space,char_space,true,normal,whois imported from Mudlet archive
Spark,char_spark,true,normal,whois imported from Mudlet archive
Spears,char_spears,true,normal,whois imported from Mudlet archive
Spiffdark,char_spiffdark,true,normal,whois returned no extant character information in MUME
Spinner,char_spinner,true,normal,whois imported from Mudlet archive
Spiritus,char_spiritus,true,normal,whois returned no extant character information in MUME
Splat,char_splat,true,normal,whois imported from Mudlet archive
